week_end,composite_nominal,markets_used,price_jaen,price_bari,price_chania,hicp,composite_real,real_smoothed,z,score_b
2020-09-13,240.8936,"jaen,bari,chania",206.2800,385.0000,200.0000,100.5653,239.5395,234.8376,-1.4762,87.0000
2020-09-20,241.8236,"jaen,bari,chania",207.7800,385.0000,200.0000,100.5653,240.4643,237.3054,-1.4291,86.0000
2020-09-27,244.8616,"jaen,bari,chania",212.6800,385.0000,200.0000,100.5653,243.4852,240.0019,-1.3782,84.0000
2020-10-04,246.1016,"jaen,bari,chania",214.6800,385.0000,200.0000,100.7473,244.2760,241.9747,-1.3378,83.0000
2020-10-11,252.1258,"jaen,bari,chania",218.5900,385.0000,220.0000,100.7473,250.2555,243.8806,-1.2982,82.0000
2020-10-18,254.3578,"jaen,bari,chania",222.1900,385.0000,220.0000,100.7473,252.4710,247.2658,-1.2364,81.0000
2020-10-25,258.6376,"jaen,bari,chania",227.4800,390.0000,220.0000,100.7473,256.7190,251.3633,-1.1644,79.0000
2020-11-01,283.3320,"jaen,bari,chania",228.6000,510.0000,220.0000,100.4120,282.1695,254.5950,-1.1061,78.0000
2020-11-08,285.7302,"jaen,bari,chania",230.2100,490.0000,250.0000,100.4120,284.5578,269.4443,-0.8707,72.0000
2020-11-15,281.0744,"jaen,bari,chania",232.6200,475.0000,232.5000,100.4120,279.9211,281.0453,-0.6869,67.0000
2020-11-22,283.9750,"jaen,bari,chania",238.7500,475.0000,227.5000,100.4120,282.8098,282.4897,-0.6608,67.0000
2020-11-29,291.2302,"jaen,bari,chania",245.2100,480.0000,240.0000,100.4120,290.0353,283.6838,-0.6393,66.0000
2020-12-06,294.8200,"jaen,bari,chania",251.0000,480.0000,240.0000,100.7473,292.6330,286.4226,-0.5947,65.0000
2020-12-13,294.8200,"jaen,bari,chania",251.0000,480.0000,240.0000,100.7473,292.6330,291.3341,-0.5173,63.0000
2020-12-20,290.9900,"jaen,bari,chania",247.0000,480.0000,232.5000,100.7473,288.8314,291.3341,-0.5153,63.0000
2020-12-27,294.0900,"jaen,bari,chania",252.0000,480.0000,232.5000,100.7473,291.9084,292.2707,-0.4989,62.0000
2021-01-03,292.8500,"jaen,bari,chania",250.0000,480.0000,232.5000,100.9102,290.2085,291.0585,-0.5148,63.0000
2021-01-10,292.9600,"jaen,bari,chania",248.0000,480.0000,240.0000,100.9102,290.3175,290.2630,-0.5236,63.0000
2021-01-17,294.9688,"jaen,bari,chania",251.2400,480.0000,240.0000,100.9102,292.3081,291.1130,-0.5072,63.0000
2021-01-24,295.5888,"jaen,bari,chania",252.2400,480.0000,240.0000,100.9102,292.9226,291.3128,-0.5008,63.0000
2021-01-31,298.3402,"jaen,bari,chania",254.2100,480.0000,248.5000,100.9102,295.6491,292.6153,-0.4775,62.0000
2021-02-07,300.4884,"jaen,bari,chania",257.8200,480.0000,248.0000,101.1210,297.1572,294.2858,-0.4486,61.0000
2021-02-14,306.7380,"jaen,bari,chania",267.9000,480.0000,248.0000,101.1210,303.3376,296.4032,-0.4131,60.0000
2021-02-21,308.1680,"jaen,bari,chania",268.9000,480.0000,252.5000,101.1210,304.7517,300.2474,-0.3513,59.0000
2021-02-28,307.0900,"jaen,bari,chania",269.5000,475.0000,250.0000,101.1210,303.6856,303.5116,-0.2988,57.0000
2021-03-07,307.4000,"jaen,bari,chania",270.0000,475.0000,250.0000,102.0696,301.1672,303.5116,-0.2964,57.0000
2021-03-14,309.3810,"jaen,bari,chania",272.5500,468.0000,260.0000,102.0696,303.1080,303.3968,-0.2960,57.0000
2021-03-21,309.2770,"jaen,bari,chania",273.3500,465.0000,260.0000,102.0696,303.0061,303.0571,-0.2992,57.0000
2021-03-28,310.6100,"jaen,bari,chania",275.5000,465.0000,260.0000,102.0696,304.3121,303.0571,-0.2972,57.0000
2021-04-04,313.4600,"jaen,bari,chania",278.5000,465.0000,265.5000,102.6540,305.3558,303.7100,-0.2852,57.0000
2021-04-11,314.3000,"jaen,bari,chania",280.0000,465.0000,265.0000,102.6540,306.1741,304.8339,-0.2662,57.0000
2021-04-18,323.2000,"jaen,bari,chania",290.0000,465.0000,280.0000,102.6540,314.8440,305.7649,-0.2503,56.0000
2021-04-25,334.3000,"jaen,bari,chania",305.0000,465.0000,290.0000,102.6540,325.6570,310.5090,-0.1764,54.0000
2021-05-02,351.9172,"jaen,bari,chania",329.0600,465.0000,305.0000,102.9223,341.9251,320.2505,-0.0266,51.0000
2021-05-09,356.5300,"jaen,bari,chania",336.5000,465.0000,305.0000,102.9223,346.4070,333.7911,0.1804,45.0000
2021-05-16,360.0050,"jaen,bari,chania",337.7500,465.0000,320.0000,102.9223,349.7833,344.1661,0.3380,42.0000
2021-05-23,356.4300,"jaen,bari,chania",336.5000,460.0000,310.0000,102.9223,346.3098,346.3584,0.3700,41.0000
2021-05-30,353.9500,"jaen,bari,chania",332.5000,460.0000,310.0000,102.9223,343.9002,346.3584,0.3683,41.0000
2021-06-06,352.4930,"jaen,bari,chania",330.1500,460.0000,310.0000,103.1906,341.5942,345.1050,0.3474,41.0000
2021-06-13,348.7100,"jaen,bari,chania",325.5000,460.0000,305.0000,103.1906,337.9282,342.7472,0.3098,42.0000
2021-06-20,351.1300,"jaen,bari,chania",326.5000,460.0000,315.0000,103.1906,340.2733,340.9338,0.2808,43.0000
2021-06-27,351.5300,"jaen,bari,chania",331.5000,460.0000,300.0000,103.1906,340.6610,340.4672,0.2724,43.0000
2021-07-04,352.5200,"jaen,bari,chania",336.0000,460.0000,290.0000,103.0948,341.9378,340.4672,0.2713,43.0000
2021-07-11,351.5300,"jaen,bari,chania",331.5000,460.0000,300.0000,103.0948,340.9776,340.8193,0.2758,43.0000
2021-07-18,348.9900,"jaen,bari,chania",324.5000,460.0000,310.0000,103.0948,338.5138,340.8193,0.2750,43.0000
2021-07-25,342.0616,"jaen,bari,chania",322.6800,440.0000,300.0000,103.0948,331.7934,339.7457,0.2579,44.0000
2021-08-01,339.3616,"jaen,bari,chania",322.6800,440.0000,285.0000,103.4588,328.0160,335.1536,0.1874,45.0000
2021-08-08,337.7000,"jaen,bari,chania",320.0000,440.0000,285.0000,103.4588,326.4100,329.9047,0.1072,47.0000
2021-08-15,335.7000,"jaen,bari,chania",320.0000,430.0000,285.0000,103.4588,324.4768,327.2130,0.0661,48.0000
2021-08-22,349.0976,"jaen,bari",323.0000,430.0000,,103.4588,337.4265,327.2130,0.0662,48.0000
2021-08-29,336.4100,"jaen,bari,chania",325.5000,430.0000,270.0000,103.4588,325.1631,325.7865,0.0448,49.0000
2021-09-05,343.9800,"jaen,bari,chania",329.0000,430.0000,300.0000,103.9475,330.9171,328.0401,0.0796,48.0000
2021-09-12,343.6898,"jaen,bari,chania",330.7900,423.0000,300.0000,103.9475,330.6379,330.7775,0.1218,47.0000
2021-09-19,345.0324,"jaen,bari,chania",331.0200,420.0000,310.0000,103.9475,331.9295,330.7775,0.1223,47.0000
2021-09-26,339.4896,"jaen,bari,chania",322.0800,420.0000,310.0000,103.9475,326.5972,330.7775,0.1228,47.0000
2021-10-03,334.6670,"jaen,bari,chania",312.8500,420.0000,315.0000,104.8290,319.2505,328.6175,0.0904,48.0000
2021-10-10,336.8432,"jaen,bari,chania",316.3600,420.0000,315.0000,104.8290,321.3264,323.9618,0.0204,49.0000
2021-10-17,334.2000,"jaen,bari,chania",315.0000,420.0000,305.0000,104.8290,318.8050,320.2885,-0.0343,51.0000
2021-10-24,334.5844,"jaen,bari,chania",315.6200,420.0000,305.0000,104.8290,319.1717,319.2111,-0.0489,51.0000
2021-10-31,333.0476,"jaen,bari,chania",317.9800,405.0000,305.0000,104.8290,317.7057,318.9883,-0.0503,51.0000
2021-11-07,338.4020,"jaen,bari,chania",312.1000,450.0000,305.0000,105.2985,321.3741,318.9883,-0.0476,51.0000
2021-11-14,332.8524,"jaen,bari,chania",307.0200,438.0000,305.0000,105.2985,316.1038,318.4387,-0.0524,51.0000
2021-11-21,331.9844,"jaen,bari,chania",305.6200,438.0000,305.0000,105.2985,315.2795,316.9047,-0.0719,52.0000
2021-11-28,331.8900,"jaen,bari,chania",314.5000,419.0000,295.0000,105.2985,315.1898,315.6916,-0.0862,52.0000
2021-12-05,327.8900,"jaen,bari,chania",314.5000,390.0000,305.0000,105.7488,310.0650,315.2346,-0.0886,52.0000
2021-12-12,335.9500,"jaen,bari,chania",327.5000,390.0000,305.0000,105.7488,317.6869,315.2346,-0.0838,52.0000
2021-12-19,335.3300,"jaen,bari,chania",326.5000,390.0000,305.0000,105.7488,317.1006,316.1452,-0.0649,52.0000
2021-12-26,337.5000,"jaen,bari,chania",330.0000,390.0000,305.0000,105.7488,319.1526,317.3937,-0.0407,51.0000
2022-01-02,339.6658,"jaen,bari,chania",330.5900,390.0000,315.0000,106.0650,320.2432,318.4198,-0.0197,50.0000
2022-01-09,346.9300,"jaen,bari,chania",336.5000,408.0000,315.0000,106.0650,327.0920,319.6979,0.0054,50.0000
2022-01-16,345.0700,"jaen,bari,chania",333.5000,408.0000,315.0000,106.0650,325.3384,322.7908,0.0594,49.0000
2022-01-23,347.8700,"jaen,bari,chania",333.5000,413.0000,325.0000,106.0650,327.9782,326.2152,0.1191,47.0000
2022-01-30,346.9700,"jaen,bari,chania",333.5000,413.0000,320.0000,106.0650,327.1297,327.1109,0.1396,47.0000
2022-02-06,338.9100,"jaen,bari,chania",320.5000,413.0000,320.0000,107.0614,316.5566,326.2340,0.1324,47.0000
2022-02-13,335.5600,"jaen,bari,chania",318.0000,413.0000,310.0000,107.0614,313.4276,321.8432,0.0689,48.0000
2022-02-20,339.5900,"jaen,bari,chania",324.5000,413.0000,310.0000,107.0614,317.1918,316.8742,-0.0040,50.0000
2022-02-27,341.2950,"jaen,bari,chania",327.2500,413.0000,310.0000,107.0614,318.7843,316.8742,0.0034,50.0000
2022-03-06,345.9388,"jaen,bari,chania",334.7400,413.0000,310.0000,109.6675,315.4432,316.3175,0.0018,50.0000
2022-03-13,358.8100,"jaen,bari,chania",355.5000,413.0000,310.0000,109.6675,327.1798,317.9880,0.0370,49.0000
2022-03-20,366.5000,"jaen,bari,chania",365.0000,413.0000,320.0000,109.6675,334.1919,322.9821,0.1278,47.0000
2022-03-27,367.9500,"jaen,bari,chania",362.5000,428.0000,320.0000,109.6675,335.5141,330.6858,0.2650,43.0000
2022-04-03,361.5300,"jaen,bari,chania",351.5000,430.0000,320.0000,110.2903,327.7985,330.9952,0.2791,43.0000
2022-04-10,360.9100,"jaen,bari,chania",350.5000,430.0000,320.0000,110.2903,327.2364,330.9952,0.2882,43.0000
2022-04-17,359.9800,"jaen,bari,chania",349.0000,430.0000,320.0000,110.2903,326.3931,327.5174,0.2378,44.0000
2022-04-24,357.7800,"jaen,bari,chania",344.0000,430.0000,325.0000,110.2903,324.3984,326.8147,0.2352,44.0000
2022-05-01,356.2600,"jaen,bari,chania",343.0000,430.0000,320.0000,111.2101,320.3486,325.3958,0.2205,44.0000
2022-05-08,356.3300,"jaen,bari,chania",341.5000,435.0000,320.0000,111.2101,320.4115,322.4049,0.1780,46.0000
2022-05-15,356.5800,"jaen,bari,chania",339.0000,435.0000,330.0000,111.2101,320.6363,320.5239,0.1547,46.0000
2022-05-22,356.5800,"jaen,bari,chania",339.0000,435.0000,330.0000,111.2101,320.6363,320.5239,0.1650,46.0000
2022-05-29,355.6500,"jaen,bari,chania",337.5000,435.0000,330.0000,111.2101,319.8000,320.5239,0.1755,46.0000
2022-06-05,355.6500,"jaen,bari,chania",337.5000,435.0000,330.0000,112.1108,317.2309,320.2182,0.1805,45.0000
2022-06-12,352.2400,"jaen,bari,chania",332.0000,435.0000,330.0000,112.1108,314.1893,318.5155,0.1595,46.0000
2022-06-19,352.2400,"jaen,bari,chania",332.0000,435.0000,330.0000,112.1108,314.1893,315.7101,0.1174,47.0000
2022-06-26,351.0600,"jaen,bari,chania",333.0000,435.0000,320.0000,112.1108,313.1368,314.1893,0.0989,48.0000
2022-07-03,353.9988,"jaen,bari,chania",337.7400,435.0000,320.0000,112.2353,315.4077,314.1893,0.1095,47.0000
2022-07-10,359.8268,"jaen,bari,chania",347.1400,435.0000,320.0000,112.2353,320.6003,314.7985,0.1320,47.0000
2022-07-17,365.0100,"jaen,bari,chania",355.5000,435.0000,320.0000,112.2353,325.2185,318.0040,0.2060,45.0000
2022-07-24,370.3500,"jaen,bari,chania",362.5000,440.0000,320.0000,112.2353,329.9763,322.9094,0.3145,42.0000
2022-07-31,380.7600,"jaen,bari,chania",363.0000,450.0000,365.0000,112.2353,339.2515,327.5974,0.4201,39.0000
2022-08-07,384.4800,"jaen,bari,chania",369.0000,450.0000,365.0000,112.9156,340.5021,334.6139,0.5749,36.0000
2022-08-14,386.6500,"jaen,bari,chania",372.5000,450.0000,365.0000,112.9156,342.4239,339.8768,0.6960,33.0000
2022-08-21,391.4024,"jaen,bari",372.5000,450.0000,,112.9156,346.6328,341.4630,0.7393,32.0000
2022-08-28,373.7875,"jaen,chania",386.5000,,330.0000,112.9156,331.0327,341.4630,0.7500,31.0000
2022-09-04,394.1100,"jaen,bari,chania",390.5000,463.0000,330.0000,114.2666,344.9041,343.6640,0.8069,30.0000
2022-09-11,403.9700,"jaen,bari,chania",393.5000,503.0000,330.0000,114.2666,353.5330,345.7684,0.8656,28.0000
2022-09-18,405.8700,"jaen,bari,chania",393.5000,508.0000,335.0000,114.2666,355.1958,349.2186,0.9541,26.0000
2022-09-25,408.9100,"jaen,bari,chania",395.5000,508.0000,345.0000,114.2666,357.8563,354.3644,1.0801,23.0000
2022-10-02,405.1798,"jaen,bari,chania",395.2900,508.0000,325.0000,115.9624,349.4061,354.3644,1.0953,23.0000
2022-10-09,423.7300,"jaen,bari,chania",416.5000,508.0000,355.0000,115.9624,365.4028,356.5260,1.1585,21.0000
2022-10-16,444.4500,"jaen,bari,chania",442.5000,531.0000,355.0000,115.9624,383.2706,361.6295,1.2878,18.0000
2022-10-23,461.8800,"jaen,bari,chania",459.0000,540.0000,385.0000,115.9624,398.3014,374.3367,1.5875,10.0000
2022-10-30,469.0100,"jaen,bari,chania",470.5000,540.0000,385.0000,115.9624,404.4499,390.7860,1.9699,1.0000
2022-11-06,477.1600,"jaen,bari,chania",472.0000,550.0000,414.0000,115.8858,411.7502,401.3756,2.2160,0.0000
2022-11-13,484.0700,"jaen,bari,chania",472.5000,583.0000,414.0000,115.8858,417.7130,408.1001,2.3666,0.0000
2022-11-20,483.8300,"jaen,bari,chania",471.5000,593.0000,405.0000,115.8858,417.5059,414.6281,2.4999,0.0000
2022-11-27,489.0200,"jaen,bari,chania",476.0000,605.0000,405.0000,115.8858,421.9844,417.6094,2.5448,0.0000
2022-12-04,513.6500,"jaen,bari,chania",502.5000,610.0000,445.0000,115.4738,444.8195,419.8487,2.5686,0.0000
2022-12-11,528.4100,"jaen,bari,chania",520.5000,610.0000,465.0000,115.4738,457.6017,433.4020,2.8303,0.0000
2022-12-18,530.8300,"jaen,bari,chania",521.5000,610.0000,475.0000,115.4738,459.6974,451.2106,3.1630,0.0000
2022-12-25,531.8800,"jaen,bari,chania",529.0000,610.0000,455.0000,115.4738,460.6067,458.6495,3.2591,0.0000
2023-01-01,531.8800,"jaen,bari,chania",529.0000,610.0000,455.0000,115.2343,461.5641,460.1520,3.2280,0.0000
2023-01-08,531.8800,"jaen,bari,chania",529.0000,610.0000,455.0000,115.2343,461.5641,461.0854,3.1885,0.0000
2023-01-15,530.9500,"jaen,bari,chania",527.5000,610.0000,455.0000,115.2343,460.7571,461.1606,3.1365,0.0000
2023-01-22,539.8200,"jaen,bari,chania",536.0000,610.0000,475.0000,115.2343,468.4544,461.5641,3.0933,0.0000
2023-01-29,527.7600,"jaen,bari,chania",518.0000,610.0000,470.0000,115.2343,457.9888,461.1606,3.0364,0.0000
2023-02-05,527.7600,"jaen,bari,chania",518.0000,610.0000,470.0000,116.1636,454.3246,459.3729,2.9552,0.0000
2023-02-12,525.9600,"jaen,bari,chania",518.0000,610.0000,460.0000,116.1636,452.7750,456.1567,2.8506,0.0000
2023-02-19,529.5900,"jaen,bari,chania",524.5000,608.0000,460.0000,116.1636,455.8999,455.1123,2.7903,0.0000
2023-02-26,527.1900,"jaen,bari,chania",524.5000,605.0000,450.0000,116.1636,453.8339,454.0792,2.7319,0.0000
2023-03-05,527.7200,"jaen,bari,chania",526.0000,603.0000,450.0000,117.2176,450.2055,453.3045,2.6786,0.0000
2023-03-12,527.6900,"jaen,bari,chania",524.5000,603.0000,455.0000,117.2176,450.1799,452.0197,2.6157,0.0000
2023-03-19,530.4200,"jaen,bari,chania",526.0000,603.0000,465.0000,117.2176,452.5089,451.3572,2.5644,0.0000
2023-03-26,526.0800,"jaen,bari,chania",519.0000,603.0000,465.0000,117.2176,448.8064,450.1927,2.5057,0.0000
2023-04-02,525.2400,"jaen,bari,chania",517.0000,605.0000,465.0000,117.9649,445.2510,449.4931,2.4566,0.0000
2023-04-09,530.1400,"jaen,bari,chania",522.0000,605.0000,475.0000,117.9649,449.4047,449.1055,2.4143,0.0000
2023-04-16,532.5300,"jaen,bari,chania",521.5000,605.0000,490.0000,117.9649,451.4308,449.1055,2.3799,0.0000
2023-04-23,541.5600,"jaen,bari,chania",538.0000,608.0000,480.0000,117.9649,459.0856,450.4178,2.3684,0.0000
2023-04-30,556.6600,"jaen,bari,chania",553.0000,610.0000,510.0000,117.9649,471.8860,455.2582,2.4147,0.0000
2023-05-07,569.1100,"jaen,bari,chania",570.5000,618.0000,510.0000,117.9937,482.3225,465.4858,2.5448,0.0000
2023-05-14,579.6000,"jaen,bari,chania",580.0000,623.0000,530.0000,117.9937,491.2128,477.1042,2.6887,0.0000
2023-05-21,594.1300,"jaen,bari,chania",591.5000,633.0000,560.0000,117.9937,503.5270,486.7676,2.7925,0.0000
2023-05-28,602.0700,"jaen,bari,chania",608.5000,638.0000,540.0000,117.9937,510.2562,497.3699,2.9031,0.0000
2023-06-04,612.8200,"jaen,bari,chania",611.0000,675.0000,550.0000,118.3003,518.0208,506.8916,2.9889,0.0000
2023-06-11,619.3800,"jaen,bari,chania",619.0000,683.0000,550.0000,118.3003,523.5660,514.1385,3.0339,0.0000
2023-06-18,628.0000,"jaen,bari,chania",620.0000,705.0000,570.0000,118.3003,530.8525,520.7934,3.0659,0.0000
2023-06-25,650.1000,"jaen,bari,chania",645.0000,720.0000,590.0000,118.3003,549.5338,527.2092,3.0909,0.0000
2023-07-02,676.9700,"jaen,bari,chania",658.5000,790.0000,615.0000,118.1949,572.7574,540.1932,3.2039,0.0000
2023-07-09,689.1300,"jaen,bari,chania",666.5000,790.0000,655.0000,118.1949,583.0455,561.1456,3.4136,0.0000
2023-07-16,719.3700,"jaen,bari,chania",698.5000,815.0000,685.0000,118.1949,608.6304,577.9015,3.5466,0.0000
2023-07-23,741.7700,"jaen,bari,chania",718.5000,865.0000,685.0000,118.1949,627.5822,595.8380,3.6789,0.0000
2023-07-30,781.0200,"jaen,bari,chania",756.0000,900.0000,735.0000,118.1949,660.7900,618.1063,3.8473,0.0000
2023-08-06,782.5700,"jaen,bari,chania",758.5000,900.0000,735.0000,118.8368,658.5248,643.0535,4.0240,0.0000
2023-08-13,788.7700,"jaen,bari,chania",768.5000,900.0000,735.0000,118.8368,663.7420,659.6574,4.0790,0.0000
2023-08-20,804.7317,"jaen,bari",774.0000,900.0000,,118.8368,677.1737,662.2660,3.9678,0.0000
2023-08-27,816.0732,"jaen,bari",789.0000,900.0000,,118.8368,686.7174,670.4578,3.9268,0.0000
2023-09-03,821.6300,"jaen,bari,chania",821.5000,900.0000,735.0000,119.2201,689.1708,681.9455,3.9213,0.0000
2023-09-10,830.6700,"jaen,bari,chania",833.5000,908.0000,735.0000,119.2201,696.7534,687.9441,3.8570,0.0000
2023-09-17,843.9400,"jaen,bari,chania",852.0000,908.0000,745.0000,119.2201,707.8841,692.9621,3.7868,0.0000
2023-09-24,849.5300,"jaen,bari,chania",846.5000,908.0000,795.0000,119.2201,712.5729,702.3188,3.7624,0.0000
2023-10-01,840.8500,"jaen,bari,chania",832.5000,908.0000,795.0000,119.3255,704.6693,706.2767,3.6867,0.0000
2023-10-08,823.2400,"jaen,bari,chania",807.0000,908.0000,785.0000,119.3255,689.9113,706.2767,3.5797,0.0000
2023-10-15,807.0500,"jaen,bari,chania",797.5000,870.0000,770.0000,119.3255,676.3434,697.2903,3.3996,0.0000
2023-10-22,814.8000,"jaen,bari,chania",810.0000,870.0000,770.0000,119.3255,682.8383,686.3748,3.2162,0.0000
2023-10-29,799.8500,"jaen,bari,chania",797.5000,870.0000,730.0000,119.3255,670.3095,679.5908,3.0819,0.0000
2023-11-05,784.3500,"jaen,bari,chania",792.5000,835.0000,700.0000,118.6644,660.9819,673.3265,2.9609,0.0000
2023-11-12,763.6500,"jaen,bari,chania",787.5000,810.0000,630.0000,118.6644,643.5378,665.6457,2.8351,0.0000
2023-11-19,756.1500,"jaen,bari,chania",757.5000,825.0000,675.0000,118.6644,637.2174,652.2598,2.6683,0.0000
2023-11-26,753.3000,"jaen,bari,chania",745.0000,845.0000,680.0000,118.6644,634.8157,640.3776,2.5230,0.0000
2023-12-03,767.6500,"jaen,bari,chania",747.5000,900.0000,690.0000,118.8560,645.8656,640.3776,2.4832,0.0000
2023-12-10,799.5500,"jaen,bari,chania",772.5000,910.0000,770.0000,118.8560,672.7048,641.5415,2.4543,0.0000
2023-12-17,830.8000,"jaen,bari,chania",820.0000,910.0000,780.0000,118.8560,698.9971,659.2852,2.5603,0.0000
2023-12-24,849.7800,"jaen,bari,chania",839.0000,910.0000,820.0000,118.8560,714.9661,685.8510,2.7296,0.0000
2023-12-31,864.3500,"jaen,bari,chania",862.5000,910.0000,820.0000,118.8560,727.2246,706.9816,2.8453,0.0000
2024-01-07,891.1400,"jaen,bari,chania",887.0000,968.0000,820.0000,118.4248,752.4942,721.0953,2.8989,0.0000
2024-01-14,914.6951,"jaen,bari",897.5000,968.0000,,118.4248,772.3845,739.8594,2.9826,0.0000
2024-01-21,904.3500,"jaen,bari,chania",902.5000,968.0000,840.0000,118.4248,763.6489,758.0716,3.0552,0.0000
2024-01-28,896.9100,"jaen,bari,chania",890.5000,968.0000,840.0000,118.4248,757.3665,760.5077,3.0074,0.0000
2024-02-04,896.4800,"jaen,bari,chania",884.0000,968.0000,860.0000,119.1626,752.3166,760.5077,2.9447,0.0000
2024-02-11,883.9500,"jaen,bari,chania",872.5000,968.0000,830.0000,119.1626,741.8016,754.8415,2.8455,0.0000
2024-02-18,890.9000,"jaen,bari,chania",875.0000,968.0000,860.0000,119.1626,747.6339,749.9753,2.7573,0.0000
2024-02-25,889.2200,"jaen,bari,chania",881.0000,968.0000,830.0000,119.1626,746.2241,746.9290,2.6861,0.0000
2024-03-03,883.5200,"jaen,bari,chania",866.0000,968.0000,850.0000,120.0632,735.8789,744.0128,2.6191,0.0000
2024-03-10,881.3500,"jaen,bari,chania",862.5000,968.0000,850.0000,120.0632,734.0715,741.0515,2.5549,0.0000
2024-03-17,882.5900,"jaen,bari,chania",864.5000,968.0000,850.0000,120.0632,735.1043,735.4916,2.4764,0.0000
2024-03-24,865.3500,"jaen,bari,chania",842.5000,968.0000,830.0000,120.0632,720.7452,734.5879,2.4316,0.0000
2024-03-31,835.9000,"jaen,bari,chania",795.0000,968.0000,830.0000,120.0632,696.2164,727.4083,2.3480,0.0000
2024-04-07,797.7000,"jaen,bari,chania",745.0000,968.0000,790.0000,120.7627,660.5518,708.4808,2.1921,0.0000
2024-04-14,767.0000,"jaen,bari,chania",710.0000,968.0000,740.0000,120.7627,635.1300,678.3841,1.9704,1.0000
2024-04-21,780.3500,"jaen,bari,chania",732.5000,965.0000,740.0000,120.7627,646.1848,653.3683,1.7878,5.0000
2024-04-28,769.2500,"jaen,bari,chania",717.5000,965.0000,730.0000,120.7627,636.9932,641.5890,1.6941,8.0000
2024-05-05,787.8500,"jaen,bari,chania",747.5000,965.0000,730.0000,121.0214,651.0007,641.5890,1.6773,8.0000
2024-05-12,793.8000,"jaen,bari,chania",760.0000,965.0000,720.0000,121.0214,655.9172,648.5928,1.7050,7.0000
2024-05-19,809.3000,"jaen,bari,chania",785.0000,965.0000,720.0000,121.0214,668.7249,653.4590,1.7184,7.0000
2024-05-26,808.9300,"jaen,bari,chania",781.5000,965.0000,730.0000,121.0214,668.4192,662.1682,1.7554,6.0000
2024-06-02,821.9600,"jaen,bari,chania",788.0000,965.0000,780.0000,121.2801,677.7371,668.5720,1.7770,6.0000
2024-06-09,823.5100,"jaen,bari,chania",790.5000,965.0000,780.0000,121.2801,679.0152,673.2310,1.7871,5.0000
2024-06-16,828.1600,"jaen,bari,chania",798.0000,965.0000,780.0000,121.2801,682.8493,678.3761,1.7999,5.0000
2024-06-23,822.9900,"jaen,bari,chania",794.5000,950.0000,780.0000,121.2801,678.5864,678.8008,1.7834,5.0000
2024-06-30,812.8200,"jaen,bari,chania",781.0000,950.0000,770.0000,121.2801,670.2008,678.8008,1.7647,6.0000
2024-07-07,797.3200,"jaen,bari,chania",756.0000,950.0000,770.0000,121.2417,657.6283,674.3936,1.7199,7.0000
2024-07-14,752.2000,"jaen,bari,chania",705.0000,950.0000,695.0000,121.2417,620.4134,663.9146,1.6396,9.0000
2024-07-21,738.5500,"jaen,bari,chania",697.5000,950.0000,645.0000,121.2417,609.1549,639.0209,1.4746,13.0000
2024-07-28,732.3500,"jaen,bari,chania",687.5000,950.0000,645.0000,121.2417,604.0412,614.7842,1.3163,17.0000
2024-08-04,722.9500,"jaen,bari,chania",682.5000,923.0000,640.0000,121.4142,595.4411,606.5980,1.2565,19.0000
2024-08-11,715.7700,"jaen,bari,chania",673.5000,915.0000,640.0000,121.4142,589.5274,599.7411,1.2054,20.0000
2024-08-18,720.4200,"jaen,bari,chania",681.0000,915.0000,640.0000,121.4142,593.3573,594.3992,1.1640,21.0000
2024-08-25,752.4390,"jaen,bari",700.0000,915.0000,,121.4142,619.7290,594.3992,1.1550,21.0000
2024-09-01,733.2200,"jaen,bari,chania",706.0000,915.0000,625.0000,121.2992,604.4721,598.9147,1.1729,21.0000
2024-09-08,743.5800,"jaen,bari,chania",714.0000,915.0000,655.0000,121.2992,613.0130,608.7426,1.2220,19.0000
2024-09-15,750.4000,"jaen,bari,chania",725.0000,915.0000,655.0000,121.2992,618.6355,615.8242,1.2543,19.0000
2024-09-22,751.0200,"jaen,bari,chania",726.0000,915.0000,655.0000,121.2992,619.1466,615.8242,1.2442,19.0000
2024-09-29,754.9900,"jaen,bari,chania",729.5000,915.0000,665.0000,121.2992,622.4195,618.8910,1.2523,19.0000
2024-10-06,754.0600,"jaen,bari,chania",728.0000,915.0000,665.0000,121.7112,619.5485,619.3475,1.2449,19.0000
2024-10-13,756.5400,"jaen,bari,chania",732.0000,915.0000,665.0000,121.7112,621.5861,620.5673,1.2421,19.0000
2024-10-20,748.7300,"jaen,bari,chania",716.5000,915.0000,675.0000,121.7112,615.1693,620.5673,1.2321,19.0000
2024-10-27,742.0300,"jaen,bari,chania",711.5000,915.0000,655.0000,121.7112,609.6644,617.3589,1.2035,20.0000
2024-11-03,728.7000,"jaen,bari,chania",690.0000,915.0000,655.0000,121.3184,600.6509,612.4168,1.1650,21.0000
2024-11-10,714.9500,"jaen,bari,chania",687.5000,890.0000,615.0000,121.3184,589.3171,605.1577,1.1133,22.0000
2024-11-17,629.9000,"jaen,bari,chania",590.0000,875.0000,495.0000,121.3184,519.2123,594.9840,1.0451,24.0000
2024-11-24,592.3000,"jaen,bari,chania",540.0000,860.0000,475.0000,121.3184,488.2195,554.2647,0.7980,30.0000
2024-12-01,600.7000,"jaen,bari,chania",530.0000,915.0000,495.0000,121.7495,493.3899,506.3011,0.5090,37.0000
